"token_normalization","stopword_removal","trimming","alternative_model","k_setting","iteration_setting","Estimate","Q2.5","Q97.5","anchor_variant"
"none",FALSE,FALSE,FALSE,2,3,0.058268,0.022178,0.098971,"social_contacts"
"lemmatization",FALSE,FALSE,FALSE,2,3,0.046465,0.025303,0.067957,"max_gendered"
"lemmatization",FALSE,FALSE,FALSE,2,3,0.039813,0.003846,0.07785,"highest_overlap"
"lemmatization",FALSE,FALSE,FALSE,2,3,0.039813,0.003846,0.07785,"social_contacts"
"stemming",FALSE,FALSE,FALSE,2,3,0.001587,-0.027674,0.028684,"max_gendered"
"stemming",FALSE,FALSE,FALSE,2,3,0.071677,0.040905,0.10253,"highest_overlap"
"stemming",FALSE,FALSE,FALSE,2,3,0.071677,0.040905,0.10253,"social_contacts"
"none",TRUE,TRUE,TRUE,3,3,-0.003284,-0.013372,0.00468,"max_gendered"
"none",TRUE,TRUE,TRUE,3,3,0.063358,0.01803,0.103452,"highest_overlap"
"none",TRUE,TRUE,TRUE,3,3,0.063358,0.01803,0.103452,"social_contacts"
"lemmatization",TRUE,TRUE,TRUE,3,3,0.009469,-0.014931,0.03682,"max_gendered"
"lemmatization",TRUE,TRUE,TRUE,3,3,0.009469,-0.014931,0.03682,"highest_overlap"
"lemmatization",TRUE,TRUE,TRUE,3,3,0.009469,-0.014931,0.03682,"social_contacts"
"stemming",TRUE,TRUE,TRUE,3,3,0.018442,-0.022219,0.059367,"max_gendered"
"stemming",TRUE,TRUE,TRUE,3,3,0.018442,-0.022219,0.059367,"highest_overlap"
"stemming",TRUE,TRUE,TRUE,3,3,0.018442,-0.022219,0.059367,"social_contacts"
"none",FALSE,TRUE,TRUE,3,3,-0.012557,-0.025,-0.004402,"max_gendered"
"none",FALSE,TRUE,TRUE,3,3,0.031926,-0.011721,0.074441,"highest_overlap"
"none",FALSE,TRUE,TRUE,3,3,0.031926,-0.011721,0.074441,"social_contacts"
"lemmatization",FALSE,TRUE,TRUE,3,3,-0.005417,-0.01381,0.000374,"max_gendered"
"lemmatization",FALSE,TRUE,TRUE,3,3,0.017411,-0.005999,0.03745,"highest_overlap"
"lemmatization",FALSE,TRUE,TRUE,3,3,0.017411,-0.005999,0.03745,"social_contacts"
"stemming",FALSE,TRUE,TRUE,3,3,-0.002825,-0.007617,0.002163,"max_gendered"
"stemming",FALSE,TRUE,TRUE,3,3,0.057824,0.025271,0.087006,"highest_overlap"
"stemming",FALSE,TRUE,TRUE,3,3,0.057824,0.025271,0.087006,"social_contacts"
"none",TRUE,FALSE,TRUE,3,3,-0.006624,-0.019982,0.002365,"max_gendered"
"none",TRUE,FALSE,TRUE,3,3,0.040896,-0.01096,0.097464,"highest_overlap"
"none",TRUE,FALSE,TRUE,3,3,0.040896,-0.01096,0.097464,"social_contacts"
"lemmatization",TRUE,FALSE,TRUE,3,3,-0.003369,-0.010231,0.002972,"max_gendered"
"lemmatization",TRUE,FALSE,TRUE,3,3,0.038404,-0.009927,0.088788,"highest_overlap"
"lemmatization",TRUE,FALSE,TRUE,3,3,0.038404,-0.009927,0.088788,"social_contacts"
"stemming",TRUE,FALSE,TRUE,3,3,0.000378,-0.007332,0.006895,"max_gendered"
"stemming",TRUE,FALSE,TRUE,3,3,0.055749,0.01564,0.109361,"highest_overlap"
"stemming",TRUE,FALSE,TRUE,3,3,0.055749,0.01564,0.109361,"social_contacts"
"none",FALSE,FALSE,TRUE,3,3,-0.006474,-0.019722,0.0082,"max_gendered"
"none",FALSE,FALSE,TRUE,3,3,-0.010588,-0.042559,0.018032,"highest_overlap"
"none",FALSE,FALSE,TRUE,3,3,-0.010588,-0.042559,0.018032,"social_contacts"
"lemmatization",FALSE,FALSE,TRUE,3,3,-0.010718,-0.020426,-0.004541,"max_gendered"
"lemmatization",FALSE,FALSE,TRUE,3,3,0.039608,0.003047,0.08173,"highest_overlap"
"lemmatization",FALSE,FALSE,TRUE,3,3,0.039608,0.003047,0.08173,"social_contacts"
"stemming",FALSE,FALSE,TRUE,3,3,0.003682,-0.041444,0.045007,"max_gendered"
"stemming",FALSE,FALSE,TRUE,3,3,0.046835,0.008798,0.08961,"highest_overlap"
"stemming",FALSE,FALSE,TRUE,3,3,0.046835,0.008798,0.08961,"social_contacts"
"none",TRUE,TRUE,FALSE,3,3,0.013934,-0.015867,0.043551,"max_gendered"
"none",TRUE,TRUE,FALSE,3,3,0.041251,0.011857,0.0722,"highest_overlap"
"none",TRUE,TRUE,FALSE,3,3,0.041251,0.011857,0.0722,"social_contacts"
"lemmatization",TRUE,TRUE,FALSE,3,3,-0.009229,-0.038391,0.021009,"max_gendered"
"lemmatization",TRUE,TRUE,FALSE,3,3,0.0386,0.015829,0.063866,"highest_overlap"
"lemmatization",TRUE,TRUE,FALSE,3,3,0.0386,0.015829,0.063866,"social_contacts"
"stemming",TRUE,TRUE,FALSE,3,3,-0.034287,-0.062975,-0.00559,"max_gendered"
"stemming",TRUE,TRUE,FALSE,3,3,-0.023005,-0.047767,0.001918,"highest_overlap"
"stemming",TRUE,TRUE,FALSE,3,3,-0.023005,-0.047767,0.001918,"social_contacts"
"none",FALSE,TRUE,FALSE,3,3,0.013029,-0.007933,0.033626,"max_gendered"
"none",FALSE,TRUE,FALSE,3,3,0.027743,0.001455,0.05392,"highest_overlap"
"none",FALSE,TRUE,FALSE,3,3,0.027743,0.001455,0.05392,"social_contacts"
"lemmatization",FALSE,TRUE,FALSE,3,3,0.031885,0.008124,0.056409,"max_gendered"
"lemmatization",FALSE,TRUE,FALSE,3,3,0.039656,0.015358,0.065121,"highest_overlap"
"lemmatization",FALSE,TRUE,FALSE,3,3,0.039656,0.015358,0.065121,"social_contacts"
"stemming",FALSE,TRUE,FALSE,3,3,0.017833,-0.008117,0.04207,"max_gendered"
"stemming",FALSE,TRUE,FALSE,3,3,0.015477,-0.009169,0.040969,"highest_overlap"
"stemming",FALSE,TRUE,FALSE,3,3,0.015477,-0.009169,0.040969,"social_contacts"
"none",TRUE,FALSE,FALSE,3,3,-0.000996,-0.035301,0.032375,"max_gendered"
"none",TRUE,FALSE,FALSE,3,3,0.006988,-0.028248,0.044645,"highest_overlap"
"none",TRUE,FALSE,FALSE,3,3,0.006988,-0.028248,0.044645,"social_contacts"
"lemmatization",TRUE,FALSE,FALSE,3,3,-0.056728,-0.09277,-0.018771,"max_gendered"
"lemmatization",TRUE,FALSE,FALSE,3,3,0.021578,-0.011122,0.057751,"highest_overlap"
"lemmatization",TRUE,FALSE,FALSE,3,3,0.021578,-0.011122,0.057751,"social_contacts"
"stemming",TRUE,FALSE,FALSE,3,3,0.014906,-0.019227,0.047335,"max_gendered"
"stemming",TRUE,FALSE,FALSE,3,3,0.079825,0.047916,0.111574,"highest_overlap"
"stemming",TRUE,FALSE,FALSE,3,3,0.079825,0.047916,0.111574,"social_contacts"
"none",FALSE,FALSE,FALSE,3,3,0.01098,-0.018744,0.040246,"max_gendered"
"none",FALSE,FALSE,FALSE,3,3,0.049333,0.018225,0.079406,"highest_overlap"
"none",FALSE,FALSE,FALSE,3,3,0.049333,0.018225,0.079406,"social_contacts"
"lemmatization",FALSE,FALSE,FALSE,3,3,0.032035,0.006254,0.057663,"max_gendered"
"lemmatization",FALSE,FALSE,FALSE,3,3,0.032035,0.006254,0.057663,"highest_overlap"
"lemmatization",FALSE,FALSE,FALSE,3,3,0.032035,0.006254,0.057663,"social_contacts"
"stemming",FALSE,FALSE,FALSE,3,3,0.032087,0.00497,0.06083,"max_gendered"
"stemming",FALSE,FALSE,FALSE,3,3,0.026519,-0.002868,0.056416,"highest_overlap"
"stemming",FALSE,FALSE,FALSE,3,3,0.026519,-0.002868,0.056416,"social_contacts"
